Date,Open,High,Low,Close
28/02/2024 12:35,136734,136852,136698,136837
28/02/2024 12:40,136837,136868,136775,136832
28/02/2024 12:45,136827,136863,136744,136827
28/02/2024 12:50,136827,136852,136734,136811
28/02/2024 12:55,136816,136909,136744,136811
28/02/2024 13:00,136811,136894,136703,136744
28/02/2024 13:05,136744,136775,136543,136574
28/02/2024 13:10,136574,136698,136507,136693
28/02/2024 13:15,136693,136723,136636,136646
28/02/2024 13:20,136651,136749,136646,136708
28/02/2024 13:25,136703,136703,136584,136651
28/02/2024 13:30,136646,136677,136492,136492
28/02/2024 13:35,136497,136538,136409,136533
28/02/2024 13:40,136538,136620,136466,136476
28/02/2024 13:45,136476,136538,136440,136466
28/02/2024 13:50,136466,136492,136414,136419
28/02/2024 13:55,136419,136553,136399,136543
28/02/2024 14:00,136538,136553,136414,136522
28/02/2024 14:05,136517,136589,136517,136522
28/02/2024 14:10,136522,136538,136404,136471
28/02/2024 14:15,136471,136481,136244,136254
28/02/2024 14:20,136260,136290,136126,136156
28/02/2024 14:25,136156,136187,136095,136126
28/02/2024 14:30,136131,136167,136007,136053
28/02/2024 14:35,136053,136053,135966,136028
28/02/2024 14:40,136033,136038,135976,136022
28/02/2024 14:45,136022,136048,135986,136033
28/02/2024 14:50,136028,136151,136002,136136
28/02/2024 14:55,136131,136136,136069,136074
28/02/2024 15:00,136069,136120,135991,136028
28/02/2024 15:05,136022,136058,135976,136043
28/02/2024 15:10,136043,136053,135837,135971
28/02/2024 15:15,135971,136048,135888,135955
28/02/2024 15:20,135955,136074,135955,135981
28/02/2024 15:25,135981,136126,135950,136120
28/02/2024 15:30,136120,136213,136089,136141
28/02/2024 15:35,136141,136156,136074,136120
28/02/2024 15:40,136120,136131,136028,136074
28/02/2024 15:45,136074,136100,135909,135945
28/02/2024 15:50,135945,135976,135842,135878
28/02/2024 15:55,135873,135899,135703,135723
28/02/2024 16:00,135718,135796,135625,135785
28/02/2024 16:05,135790,135796,135631,135646
28/02/2024 16:10,135646,135698,135491,135564
28/02/2024 16:15,135564,135713,135538,135708
28/02/2024 16:20,135713,135760,135651,135739
28/02/2024 16:25,135739,135770,135687,135703
28/02/2024 16:30,135698,135739,135605,135682
28/02/2024 16:35,135682,135718,135595,135646
28/02/2024 16:40,135641,135703,135605,135651
28/02/2024 16:45,135656,135801,135656,135770
28/02/2024 16:50,135775,135847,135739,135832
28/02/2024 16:55,135832,135940,135796,135811
28/02/2024 17:00,135811,136033,135790,135940
28/02/2024 17:05,135940,135997,135899,135924
28/02/2024 17:10,135930,135971,135878,135945
28/02/2024 17:15,135950,135971,135924,135940
28/02/2024 17:20,135935,135971,135863,135883
28/02/2024 17:25,135883,135971,135868,135961
28/02/2024 17:30,135966,136007,135914,136007
28/02/2024 17:35,136002,136012,135935,135955
28/02/2024 17:40,135961,136033,135945,136002
28/02/2024 17:45,135997,136007,135894,135914
28/02/2024 17:50,135914,135935,135816,135847
28/02/2024 17:55,135847,135945,135827,135919
28/02/2024 18:00,135919,135945,135852,135930
28/02/2024 18:05,135924,135935,135801,135801
28/02/2024 18:10,135801,135863,135796,135847
28/02/2024 18:15,135847,135847,135749,135821
28/02/2024 18:20,135821,135971,135821,135909
29/02/2024 09:00,136296,136368,135873,135894
29/02/2024 09:05,135894,135909,135713,135734
29/02/2024 09:10,135739,135775,135651,135667
29/02/2024 09:15,135667,135677,135600,135615
29/02/2024 09:20,135615,135646,135564,135615
29/02/2024 09:25,135615,135667,135595,135641
29/02/2024 09:30,135646,135662,135589,135625
29/02/2024 09:35,135620,135667,135528,135558
29/02/2024 09:40,135564,135574,135481,135507
29/02/2024 09:45,135512,135548,135486,135502
29/02/2024 09:50,135497,135512,135424,135445
29/02/2024 09:55,135445,135471,135352,135363
29/02/2024 10:00,135357,135388,135296,135347
29/02/2024 10:05,135347,135352,135208,135301
29/02/2024 10:10,135296,135337,135229,135306
29/02/2024 10:15,135301,135363,135177,135223
29/02/2024 10:20,135223,135234,135058,135172
29/02/2024 10:25,135167,135254,134966,135229
29/02/2024 10:30,135229,135595,135198,135419
29/02/2024 10:35,135424,135558,135316,135363
29/02/2024 10:40,135357,135450,135249,135352
29/02/2024 10:45,135352,135491,135352,135435
29/02/2024 10:50,135435,135445,135223,135234
29/02/2024 10:55,135229,135259,135058,135079
29/02/2024 11:00,135084,135172,134991,135043
29/02/2024 11:05,135043,135125,134878,135125
29/02/2024 11:10,135125,135182,134976,135017
29/02/2024 11:15,135012,135069,134899,135064
29/02/2024 11:20,135064,135110,134935,134986
29/02/2024 11:25,134991,135069,134935,134945
29/02/2024 11:30,134940,134986,134749,134770
29/02/2024 11:35,134770,134806,134620,134713
29/02/2024 11:40,134708,134801,134636,134713
29/02/2024 11:45,134713,134759,134589,134636
29/02/2024 11:50,134636,134806,134620,134744
29/02/2024 11:55,134749,134914,134698,134883
29/02/2024 12:00,134883,134986,134873,134924
29/02/2024 12:05,134924,135131,134909,134935
29/02/2024 12:10,134935,134961,134744,134806
29/02/2024 12:15,134811,134842,134656,134713
29/02/2024 12:20,134708,134723,134625,134687
29/02/2024 12:25,134687,134955,134672,134945
29/02/2024 12:30,134945,134976,134682,134708
29/02/2024 12:35,134708,134775,134605,134605
29/02/2024 12:40,134610,134672,134564,134589
29/02/2024 12:45,134589,134734,134507,134713
29/02/2024 12:50,134713,134754,134636,134667
29/02/2024 12:55,134672,134749,134636,134723
29/02/2024 13:00,134723,134785,134672,134723
29/02/2024 13:05,134729,134811,134723,134765
29/02/2024 13:10,134765,134847,134708,134718
29/02/2024 13:15,134718,134847,134708,134821
29/02/2024 13:20,134826,134842,134790,134832
29/02/2024 13:25,134832,134847,134667,134677
29/02/2024 13:30,134677,134765,134620,134698
29/02/2024 13:35,134692,134790,134656,134662
29/02/2024 13:40,134662,134759,134579,134749
29/02/2024 13:45,134749,134775,134682,134734
29/02/2024 13:50,134734,134754,134636,134677
29/02/2024 13:55,134682,134806,134672,134780
29/02/2024 14:00,134780,134832,134723,134806
29/02/2024 14:05,134801,134821,134667,134692
29/02/2024 14:10,134692,134734,134610,134682
29/02/2024 14:15,134687,134749,134636,134672
29/02/2024 14:20,134672,134698,134615,134662
29/02/2024 14:25,134662,134698,134610,134625
29/02/2024 14:30,134625,134641,134553,134600
29/02/2024 14:35,134605,134713,134584,134687
29/02/2024 14:40,134692,134723,134636,134656
29/02/2024 14:45,134662,134780,134636,134765
29/02/2024 14:50,134759,134837,134723,134826
29/02/2024 14:55,134821,134826,134734,134780
29/02/2024 15:00,134780,134780,134677,134692
29/02/2024 15:05,134698,134770,134677,134739
29/02/2024 15:10,134734,134780,134708,134770
29/02/2024 15:15,134775,134790,134734,134785
29/02/2024 15:20,134790,134790,134682,134723
29/02/2024 15:25,134723,134770,134698,134744
29/02/2024 15:30,134744,134821,134713,134801
29/02/2024 15:35,134801,134811,134703,134739
29/02/2024 15:40,134739,134754,134662,134672
29/02/2024 15:45,134672,134698,134595,134656
29/02/2024 15:50,134656,134698,134631,134667
29/02/2024 15:55,134662,134692,134641,134677
29/02/2024 16:00,134682,134775,134662,134677
29/02/2024 16:05,134672,134677,134574,134631
29/02/2024 16:10,134625,134703,134625,134672
29/02/2024 16:15,134667,134667,134569,134600
29/02/2024 16:20,134595,134667,134579,134641
29/02/2024 16:25,134641,134646,134460,134481
29/02/2024 16:30,134481,134522,134430,134507
29/02/2024 16:35,134502,134548,134486,134502
29/02/2024 16:40,134507,134517,134306,134326
29/02/2024 16:45,134332,134424,134321,134404
29/02/2024 16:50,134404,134497,134404,134455
29/02/2024 16:55,134455,134507,134430,134491
29/02/2024 17:00,134491,134548,134404,134435
29/02/2024 17:05,134435,134466,134378,134409
29/02/2024 17:10,134414,134466,134399,134435
29/02/2024 17:15,134435,134522,134419,134486
29/02/2024 17:20,134491,134527,134471,134507
29/02/2024 17:25,134507,134631,134476,134615
29/02/2024 17:30,134620,134646,134543,134564
29/02/2024 17:35,134569,134667,134558,134662
29/02/2024 17:40,134662,134821,134646,134749
29/02/2024 17:45,134749,134765,134708,134713
29/02/2024 17:50,134713,134821,134713,134729
29/02/2024 17:55,134729,134780,134631,134646
29/02/2024 18:00,134641,134729,134595,134692
29/02/2024 18:05,134692,134749,134662,134729
29/02/2024 18:10,134734,134744,134662,134682
29/02/2024 18:15,134677,134909,134672,134863
29/02/2024 18:20,134863,134950,134832,134852
01/03/2024 09:00,135028,135223,134667,135074
01/03/2024 09:05,135074,135332,134893,135249
01/03/2024 09:10,135249,135306,135208,135301
01/03/2024 09:15,135301,135306,135208,135223
01/03/2024 09:20,135223,135342,135218,135290
01/03/2024 09:25,135285,135383,135280,135352
01/03/2024 09:30,135357,135363,135229,135265
01/03/2024 09:35,135270,135337,135239,135321
01/03/2024 09:40,135316,135321,135162,135177
01/03/2024 09:45,135182,135218,135136,135187
01/03/2024 09:50,135182,135208,135146,135192
01/03/2024 09:55,135187,135192,135064,135079
01/03/2024 10:00,135074,135095,134615,134692
01/03/2024 10:05,134687,134765,134646,134754
01/03/2024 10:10,134754,134780,134667,134713
01/03/2024 10:15,134713,134796,134631,134765
01/03/2024 10:20,134759,135002,134682,134930
01/03/2024 10:25,134930,135038,134919,135017
01/03/2024 10:30,135017,135058,134914,135007
01/03/2024 10:35,135007,135048,134832,134966
01/03/2024 10:40,134966,135038,134857,134899
01/03/2024 10:45,134904,134950,134826,134878
01/03/2024 10:50,134878,134924,134811,134899
01/03/2024 10:55,134899,134924,134816,134832
01/03/2024 11:00,134832,134893,134775,134837
01/03/2024 11:05,134842,134930,134801,134888
01/03/2024 11:10,134883,134935,134826,134863
01/03/2024 11:15,134868,134950,134832,134832
01/03/2024 11:20,134832,134966,134821,134909
01/03/2024 11:25,134909,135079,134904,135038
01/03/2024 11:30,135038,135053,134801,134826
01/03/2024 11:35,134826,134966,134775,134919
01/03/2024 11:40,134919,134950,134641,134646
01/03/2024 11:45,134646,134651,134460,134507
01/03/2024 11:50,134507,134507,134378,134388
01/03/2024 11:55,134388,134419,134265,134311
01/03/2024 12:00,134311,134579,134306,134399
01/03/2024 12:05,134399,134765,134388,134744
01/03/2024 12:10,134744,134868,134713,134832
01/03/2024 12:15,134832,134997,134785,134842
01/03/2024 12:20,134847,135002,134837,134981
01/03/2024 12:25,134981,135033,134930,135033
01/03/2024 12:30,135028,135069,134873,135053
01/03/2024 12:35,135053,135167,135028,135131
01/03/2024 12:40,135131,135290,135100,135270
01/03/2024 12:45,135265,135327,135239,135306
01/03/2024 12:50,135301,135363,135249,135270
01/03/2024 12:55,135270,135352,135254,135321
01/03/2024 13:00,135321,135357,135208,135244
01/03/2024 13:05,135244,135316,135229,135270
01/03/2024 13:10,135270,135347,135234,135327
01/03/2024 13:15,135327,135337,135192,135208
01/03/2024 13:20,135213,135234,135131,135151
01/03/2024 13:25,135151,135234,135131,135182
01/03/2024 13:30,135182,135244,135151,135182
01/03/2024 13:35,135182,135198,135115,135192
01/03/2024 13:40,135198,135208,135084,135120
01/03/2024 13:45,135120,135136,135064,135095
01/03/2024 13:50,135095,135105,135028,135058
01/03/2024 13:55,135058,135156,135048,135146
01/03/2024 14:00,135146,135162,135074,135141
01/03/2024 14:05,135136,135167,135053,135058
01/03/2024 14:10,135058,135182,135053,135172
01/03/2024 14:15,135172,135192,135125,135182
01/03/2024 14:20,135177,135218,135146,135203
01/03/2024 14:25,135198,135213,135110,135167
01/03/2024 14:30,135172,135213,135120,135162
01/03/2024 14:35,135162,135218,135151,135203
01/03/2024 14:40,135208,135208,135125,135125
01/03/2024 14:45,135125,135141,135058,135105
01/03/2024 14:50,135110,135110,134924,134945
01/03/2024 14:55,134945,134997,134718,134780
01/03/2024 15:00,134785,134878,134739,134796
01/03/2024 15:05,134796,134930,134775,134919
01/03/2024 15:10,134924,134940,134816,134826
01/03/2024 15:15,134826,134873,134744,134754
01/03/2024 15:20,134754,134873,134739,134821
01/03/2024 15:25,134826,134842,134780,134780
01/03/2024 15:30,134785,134904,134780,134899
01/03/2024 15:35,134893,134955,134878,134904
01/03/2024 15:40,134909,134986,134878,134955
01/03/2024 15:45,134950,134955,134796,134811
01/03/2024 15:50,134816,134816,134749,134790
01/03/2024 15:55,134790,134847,134703,134703
01/03/2024 16:00,134708,134744,134610,134744
01/03/2024 16:05,134744,134796,134656,134770
01/03/2024 16:10,134770,134790,134667,134739
01/03/2024 16:15,134744,134811,134729,134744
01/03/2024 16:20,134749,134801,134739,134796
01/03/2024 16:25,134790,134863,134754,134816
01/03/2024 16:30,134816,134863,134785,134832
01/03/2024 16:35,134837,134857,134759,134837
01/03/2024 16:40,134842,134888,134826,134868
01/03/2024 16:45,134868,134883,134811,134847
01/03/2024 16:50,134847,134873,134790,134863
01/03/2024 16:55,134863,134955,134842,134930
01/03/2024 17:00,134924,134924,134790,134801
01/03/2024 17:05,134806,134842,134770,134816
01/03/2024 17:10,134816,134883,134775,134878
01/03/2024 17:15,134878,134883,134801,134857
01/03/2024 17:20,134857,134893,134837,134842
01/03/2024 17:25,134837,134888,134832,134852
01/03/2024 17:30,134852,134888,134826,134868
01/03/2024 17:35,134868,134873,134837,134863
01/03/2024 17:40,134857,134899,134806,134847
01/03/2024 17:45,134842,134935,134837,134930
01/03/2024 17:50,134930,134950,134873,134930
01/03/2024 17:55,134935,134940,134847,134868
01/03/2024 18:00,134868,134914,134832,134857
01/03/2024 18:05,134857,134878,134780,134785
01/03/2024 18:10,134790,134801,134703,134723
01/03/2024 18:15,134718,134734,134651,134682
01/03/2024 18:20,134677,134759,134543,134543
04/03/2024 09:00,134729,134811,134615,134775
04/03/2024 09:05,134775,134930,134749,134785
04/03/2024 09:10,134790,134796,134692,134692
04/03/2024 09:15,134692,134806,134682,134729
04/03/2024 09:20,134729,134754,134698,134734
04/03/2024 09:25,134739,134785,134713,134734
04/03/2024 09:30,134739,134759,134682,134759
04/03/2024 09:35,134759,134770,134667,134687
04/03/2024 09:40,134687,134708,134667,134677
04/03/2024 09:45,134672,134785,134651,134775
04/03/2024 09:50,134780,134796,134703,134729
04/03/2024 09:55,134723,134734,134631,134656
04/03/2024 10:00,134662,134821,134615,134790
04/03/2024 10:05,134790,134852,134759,134811
04/03/2024 10:10,134816,134868,134718,134785
04/03/2024 10:15,134790,134852,134677,134703
04/03/2024 10:20,134698,134739,134460,134491
04/03/2024 10:25,134497,134615,134450,134564
04/03/2024 10:30,134558,134749,134543,134744
04/03/2024 10:35,134744,134801,134692,134790
04/03/2024 10:40,134796,134878,134672,134713
04/03/2024 10:45,134713,134765,134631,134698
04/03/2024 10:50,134698,134754,134620,134734
04/03/2024 10:55,134739,134765,134620,134641
04/03/2024 11:00,134636,134677,134569,134641
04/03/2024 11:05,134646,134667,134363,134404
04/03/2024 11:10,134399,134543,134383,134404
04/03/2024 11:15,134399,134445,134378,134419
04/03/2024 11:20,134419,134424,134182,134239
04/03/2024 11:25,134239,134280,134141,134182
04/03/2024 11:30,134182,134198,134012,134064
04/03/2024 11:35,134058,134069,133976,134017
04/03/2024 11:40,134012,134033,133914,133960
04/03/2024 11:45,133960,133997,133904,133960
04/03/2024 11:50,133960,133991,133888,133914
04/03/2024 11:55,133914,134043,133904,134017
04/03/2024 12:00,134012,134022,133924,133997
04/03/2024 12:05,133991,133997,133837,133863
04/03/2024 12:10,133857,133883,133785,133806
04/03/2024 12:15,133806,133878,133795,133868
04/03/2024 12:20,133868,133873,133821,133857
04/03/2024 12:25,133857,133863,133759,133806
04/03/2024 12:30,133806,133873,133775,133837
04/03/2024 12:35,133837,133899,133816,133863
04/03/2024 12:40,133868,133893,133832,133863
04/03/2024 12:45,133857,133899,133811,133888
04/03/2024 12:50,133893,133940,133878,133909
04/03/2024 12:55,133909,133930,133852,133888
04/03/2024 13:00,133888,133976,133868,133960
04/03/2024 13:05,133966,134048,133950,134043
04/03/2024 13:10,134043,134100,134022,134094
04/03/2024 13:15,134089,134115,134048,134115
04/03/2024 13:20,134115,134156,134084,134131
04/03/2024 13:25,134131,134177,134120,134161
04/03/2024 13:30,134161,134239,134156,134177
04/03/2024 13:35,134172,134285,134161,134275
04/03/2024 13:40,134270,134306,134249,134259
04/03/2024 13:45,134259,134316,134229,134290
04/03/2024 13:50,134290,134321,134239,134259
04/03/2024 13:55,134259,134280,134198,134203
04/03/2024 14:00,134208,134234,134120,134161
04/03/2024 14:05,134161,134254,134161,134223
04/03/2024 14:10,134229,134249,134208,134234
04/03/2024 14:15,134234,134239,134141,134182
04/03/2024 14:20,134182,134213,134136,134167
04/03/2024 14:25,134167,134172,134074,134110
04/03/2024 14:30,134110,134115,134027,134058
04/03/2024 14:35,134064,134084,134022,134064
04/03/2024 14:40,134064,134079,133997,134002
04/03/2024 14:45,134002,134017,133960,133981
04/03/2024 14:50,133986,134027,133955,134027
04/03/2024 14:55,134027,134074,133991,134012
04/03/2024 15:00,134012,134064,133997,134007
04/03/2024 15:05,134007,134043,133971,133981
04/03/2024 15:10,133976,133991,133924,133940
04/03/2024 15:15,133940,133945,133888,133893
04/03/2024 15:20,133899,133991,133893,133971
04/03/2024 15:25,133971,134033,133945,134022
04/03/2024 15:30,134027,134069,133986,134058
04/03/2024 15:35,134053,134084,134022,134048
04/03/2024 15:40,134053,134084,134017,134048
04/03/2024 15:45,134048,134053,133986,134022
04/03/2024 15:50,134022,134048,133997,134038
04/03/2024 15:55,134033,134048,133976,134017
04/03/2024 16:00,134017,134038,134002,134017
04/03/2024 16:05,134012,134022,133950,133950
04/03/2024 16:10,133950,133986,133924,133950
04/03/2024 16:15,133955,133981,133899,133955
04/03/2024 16:20,133955,133976,133935,133976
04/03/2024 16:25,133976,133976,133868,133919
04/03/2024 16:30,133919,133945,133888,133924
04/03/2024 16:35,133924,134074,133924,134064
04/03/2024 16:40,134064,134069,133981,134022
04/03/2024 16:45,134022,134022,133960,133986
04/03/2024 16:50,133981,134033,133966,134017
04/03/2024 16:55,134022,134053,133971,133971
04/03/2024 17:00,133971,134058,133971,134012
04/03/2024 17:05,134012,134033,133986,134022
04/03/2024 17:10,134017,134027,133981,133991
04/03/2024 17:15,133991,134002,133924,133940
04/03/2024 17:20,133940,133966,133904,133919
04/03/2024 17:25,133919,134017,133919,133991
04/03/2024 17:30,133997,134012,133924,133924
04/03/2024 17:35,133924,133955,133868,133924
04/03/2024 17:40,133919,133971,133914,133940
04/03/2024 17:45,133940,133945,133842,133863
04/03/2024 17:50,133857,133919,133857,133919
04/03/2024 17:55,133919,133930,133878,133914
04/03/2024 18:00,133914,133924,133857,133888
04/03/2024 18:05,133888,133914,133842,133878
04/03/2024 18:10,133883,133899,133842,133878
04/03/2024 18:15,133878,133924,133852,133909
04/03/2024 18:20,133909,133955,133837,133837
05/03/2024 09:00,133718,134110,133641,134017
05/03/2024 09:05,134017,134027,133821,133909
05/03/2024 09:10,133909,133914,133759,133873
05/03/2024 09:15,133878,133960,133868,133960
05/03/2024 09:20,133960,134043,133945,134022
05/03/2024 09:25,134027,134074,133955,133986
05/03/2024 09:30,133986,134017,133935,133971
05/03/2024 09:35,133976,133986,133919,133986
05/03/2024 09:40,133986,134002,133935,133997
05/03/2024 09:45,133997,134069,133976,134064
05/03/2024 09:50,134058,134064,133930,133960
05/03/2024 09:55,133960,133960,133888,133919
05/03/2024 10:00,133924,133986,133842,133883
05/03/2024 10:05,133883,134002,133863,133914
05/03/2024 10:10,133914,133997,133826,133955
05/03/2024 10:15,133950,134100,133744,133790
05/03/2024 10:20,133795,133976,133754,133940
05/03/2024 10:25,133940,133971,133837,133842
05/03/2024 10:30,133847,134043,133816,133991
05/03/2024 10:35,133986,134007,133806,133806
05/03/2024 10:40,133806,133821,133687,133765
05/03/2024 10:45,133759,133816,133708,133708
05/03/2024 10:50,133708,133878,133703,133837
05/03/2024 10:55,133832,133883,133790,133868
05/03/2024 11:00,133868,134017,133863,133966
05/03/2024 11:05,133971,133971,133847,133919
05/03/2024 11:10,133919,133960,133857,133883
05/03/2024 11:15,133888,134156,133878,134141
05/03/2024 11:20,134141,134192,134074,134161
05/03/2024 11:25,134161,134192,134007,134017
05/03/2024 11:30,134017,134048,133837,133981
05/03/2024 11:35,133976,134027,133893,133991
05/03/2024 11:40,133991,134022,133837,133940
05/03/2024 11:45,133940,134002,133852,133904
05/03/2024 11:50,133904,133919,133775,133919
05/03/2024 11:55,133919,133924,133826,133868
05/03/2024 12:00,133873,134564,133868,134450
05/03/2024 12:05,134455,134512,134249,134265
05/03/2024 12:10,134265,134321,134208,134239
05/03/2024 12:15,134244,134527,134229,134259
05/03/2024 12:20,134259,134301,134192,134208
05/03/2024 12:25,134208,134259,134105,134172
05/03/2024 12:30,134167,134259,134151,134208
05/03/2024 12:35,134203,134223,134038,134089
05/03/2024 12:40,134094,134352,134079,134352
05/03/2024 12:45,134352,134368,134167,134172
05/03/2024 12:50,134177,134234,134110,134229
05/03/2024 12:55,134234,134332,134229,134265
05/03/2024 13:00,134265,134285,134146,134167
05/03/2024 13:05,134167,134254,134151,134198
05/03/2024 13:10,134198,134213,134131,134141
05/03/2024 13:15,134136,134156,134038,134043
05/03/2024 13:20,134043,134048,133883,133986
05/03/2024 13:25,133981,134007,133930,133955
05/03/2024 13:30,133950,134043,133935,134022
05/03/2024 13:35,134022,134043,133888,133888
05/03/2024 13:40,133888,133924,133569,133631
05/03/2024 13:45,133636,133857,133600,133847
05/03/2024 13:50,133842,133868,133770,133811
05/03/2024 13:55,133811,133940,133770,133904
05/03/2024 14:00,133904,133940,133847,133899
05/03/2024 14:05,133899,133960,133873,133935
05/03/2024 14:10,133940,134007,133919,133976
05/03/2024 14:15,133976,133991,133930,133966
05/03/2024 14:20,133966,134069,133955,134053
05/03/2024 14:25,134048,134094,134007,134058
05/03/2024 14:30,134058,134064,133966,133986
05/03/2024 14:35,133981,133986,133847,133873
05/03/2024 14:40,133873,133873,133775,133852
05/03/2024 14:45,133847,133878,133765,133780
05/03/2024 14:50,133775,133806,133708,133770
05/03/2024 14:55,133775,133801,133687,133718
05/03/2024 15:00,133718,133775,133677,133739
05/03/2024 15:05,133734,133811,133703,133785
05/03/2024 15:10,133785,133790,133698,133770
05/03/2024 15:15,133770,133816,133677,133703
05/03/2024 15:20,133698,133795,133682,133790
05/03/2024 15:25,133790,133873,133770,133816
05/03/2024 15:30,133816,133899,133785,133847
05/03/2024 15:35,133847,133883,133780,133821
05/03/2024 15:40,133821,133842,133754,133780
05/03/2024 15:45,133780,133816,133759,133780
05/03/2024 15:50,133775,133847,133728,133811
05/03/2024 15:55,133811,133826,133723,133734
05/03/2024 16:00,133734,133744,133610,133631
05/03/2024 16:05,133631,133656,133553,133631
05/03/2024 16:10,133631,133739,133610,133728
05/03/2024 16:15,133728,133801,133723,133765
05/03/2024 16:20,133770,133801,133728,133749
05/03/2024 16:25,133754,133795,133734,133790
05/03/2024 16:30,133790,133816,133646,133651
05/03/2024 16:35,133651,133672,133574,133620
05/03/2024 16:40,133615,133625,133512,133543
05/03/2024 16:45,133548,133579,133393,133404
05/03/2024 16:50,133404,133429,133275,133332
05/03/2024 16:55,133337,133486,133337,133424
05/03/2024 17:00,133419,133486,133383,133460
05/03/2024 17:05,133455,133502,133419,133481
05/03/2024 17:10,133481,133522,133378,133429
05/03/2024 17:15,133429,133460,133409,133440
05/03/2024 17:20,133435,133512,133399,133491
05/03/2024 17:25,133486,133564,133450,133476
05/03/2024 17:30,133481,133527,133435,133502
05/03/2024 17:35,133502,133558,133476,133491
05/03/2024 17:40,133491,133605,133460,133579
05/03/2024 17:45,133574,133631,133548,133574
05/03/2024 17:50,133569,133677,133569,133646
05/03/2024 17:55,133641,133677,133605,133661
05/03/2024 18:00,133661,133667,133584,133625
05/03/2024 18:05,133625,133651,133543,133641
05/03/2024 18:10,133636,133656,133605,133636
05/03/2024 18:15,133641,133770,133615,133754
05/03/2024 18:20,133754,133770,133667,133770
06/03/2024 09:00,134208,134471,134146,134419
06/03/2024 09:05,134424,134481,134326,134388
06/03/2024 09:10,134388,134512,134383,134460
06/03/2024 09:15,134460,134527,134326,134347
06/03/2024 09:20,134347,134363,134254,134265
06/03/2024 09:25,134270,134296,134244,134275
06/03/2024 09:30,134280,134296,134249,134275
06/03/2024 09:35,134275,134321,134244,134280
06/03/2024 09:40,134280,134301,134218,134249
06/03/2024 09:45,134244,134254,134161,134192
06/03/2024 09:50,134192,134265,134177,134254
06/03/2024 09:55,134254,134280,134234,134270
06/03/2024 10:00,134270,134275,134151,134156
06/03/2024 10:05,134151,134182,134033,134038
06/03/2024 10:10,134033,134094,133955,133981
06/03/2024 10:15,133981,134151,133904,133950
06/03/2024 10:20,133950,134187,133930,134161
06/03/2024 10:25,134161,134383,134151,134321
06/03/2024 10:30,134316,134326,134043,134156
06/03/2024 10:35,134151,134218,134100,134182
06/03/2024 10:40,134177,134265,134120,134136
06/03/2024 10:45,134136,134311,134115,134254
06/03/2024 10:50,134249,134419,134198,134409
06/03/2024 10:55,134404,134687,134399,134538
06/03/2024 11:00,134538,134538,134357,134368
06/03/2024 11:05,134368,134424,134290,134409
06/03/2024 11:10,134409,134424,134275,134296
06/03/2024 11:15,134301,134460,134275,134455
06/03/2024 11:20,134450,134481,134352,134466
06/03/2024 11:25,134466,134507,134368,134373
06/03/2024 11:30,134373,134543,134373,134404
06/03/2024 11:35,134399,134435,134296,134393
06/03/2024 11:40,134393,134445,134290,134311
06/03/2024 11:45,134311,134579,134296,134553
06/03/2024 11:50,134548,134605,134471,134502
06/03/2024 11:55,134502,134584,134332,134337
06/03/2024 12:00,134337,134553,134234,134352
06/03/2024 12:05,134357,134404,134249,134347
06/03/2024 12:10,134347,134476,134342,134430
06/03/2024 12:15,134424,134579,134388,134466
06/03/2024 12:20,134466,134543,134326,134337
06/03/2024 12:25,134337,134347,134105,134120
06/03/2024 12:30,134115,134167,134022,134136
06/03/2024 12:35,134136,134141,133991,134105
06/03/2024 12:40,134105,134177,134043,134136
06/03/2024 12:45,134141,134161,134089,134131
06/03/2024 12:50,134136,134203,134089,134172
06/03/2024 12:55,134172,134223,134115,134146
06/03/2024 13:00,134151,134161,134074,134079
06/03/2024 13:05,134084,134187,134079,134177
06/03/2024 13:10,134172,134182,134110,134136
06/03/2024 13:15,134136,134146,134022,134033
06/03/2024 13:20,134027,134100,133971,134100
06/03/2024 13:25,134100,134213,134094,134192
06/03/2024 13:30,134198,134306,134192,134301
06/03/2024 13:35,134296,134352,134249,134332
06/03/2024 13:40,134332,134430,134316,134404
06/03/2024 13:45,134404,134605,134399,134579
06/03/2024 13:50,134579,134739,134564,134682
06/03/2024 13:55,134682,134796,134682,134729
06/03/2024 14:00,134729,134826,134698,134729
06/03/2024 14:05,134734,134759,134615,134713
06/03/2024 14:10,134713,134729,134646,134718
06/03/2024 14:15,134723,134729,134605,134631
06/03/2024 14:20,134631,134713,134631,134698
06/03/2024 14:25,134698,134729,134656,134672
06/03/2024 14:30,134667,134744,134620,134708
06/03/2024 14:35,134708,134770,134682,134682
06/03/2024 14:40,134682,134796,134682,134780
06/03/2024 14:45,134775,134801,134708,134729
06/03/2024 14:50,134729,134749,134646,134646
06/03/2024 14:55,134651,134672,134595,134651
06/03/2024 15:00,134651,134656,134574,134600
06/03/2024 15:05,134595,134651,134579,134631
06/03/2024 15:10,134625,134641,134600,134615
06/03/2024 15:15,134610,134651,134558,134641
06/03/2024 15:20,134641,134682,134600,134656
06/03/2024 15:25,134656,134708,134651,134682
06/03/2024 15:30,134677,134698,134450,134538
06/03/2024 15:35,134543,134620,134476,134620
06/03/2024 15:40,134620,134667,134589,134662
06/03/2024 15:45,134656,134682,134455,134466
06/03/2024 15:50,134460,134512,134404,134435
06/03/2024 15:55,134430,134522,134430,134445
06/03/2024 16:00,134445,134445,134301,134306
06/03/2024 16:05,134306,134466,134306,134414
